api,og_code,district,county,county_no,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,field_name,field_no,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent,oil_unit_no,water_land_code,multi_comp_flag,api_depth,wb_shutin_dt,well_shutin_dt,wb_14b2_flag,well_type_name,plug_date,plug_lease_name,plug_operator_name,recent_permit,recent_permit_lease_name,recent_permit_operator_no,on_schedule,og_wellbore_ewa_id,w2g1_filed_date,w2g1_date,completion_date,w3_file_date,p5_renewal_month,p5_renewal_year,p5_org_status,current_inactive_yrs,current_inactive_months,wl_14b2_ext_status,wl_14b2_mech_integ,wl_14b2_plg_ord_sf,wl_14b2_pollution,wl_14b2_fldops_hold,wl_14b2_h15_prob,wl_14b2_h15_delq,wl_14b2_oper_delq,wl_14b2_dist_sfp,wl_14b2_dist_sf_clnup,wl_14b2_dist_st_plg,wl_14b2_good_faith,wl_14b2_well_other,surf_eqp_viol,w3x_viol,h15_status_code
44130040,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,402,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4807,201103,201103,Y,SHUT IN,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,400698,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224504,19940304,19940105,19931217,,2,2022,D,10,3,D, , , , , ,X,O,,,,,,,,D
44130054,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,502,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4800,201202,201202,Y,SHUT IN,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224505,19990308,19990111,19981126,,2,2022,D,9,4,D,H, , , , , ,O,,,,,,,,
44130077,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,803,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4830,201904,201904,Y,NO PRODUCTION,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224506,19940331,19940210,19930804,,2,2022,D,2,2,D, , , , , ,X,O,,,,,,,,D
44130086,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,503,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4862,201904,201904,Y,NO PRODUCTION,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224507,19960919,19960725,19960124,,2,2022,D,2,2,D, , , , , ,X,O,,,,,,,,D
44130178,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,304,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4840,201901,201901,Y,INJECTION,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224511,19960927,19960830,,,2,2022,D,2,5,,,,,,,,,,,,,,,,
44100411,G,7B,TAYLOR,441,4,"SANTA RITA HOLDINGS, LLC",748244,MCBRIDE,130431,1,SOUTHVIEW,84812001,,2020-11-09,709224,Enf,Rule 15,35,,L,,2488,200406,200406,Y,TEMP ABANDONED,,MCBRIDE,SANTA RITA HOLDINGS  LLC,352256,MCBRIDE,748244,Y,4828224436,19890531,19890407,19890301,,6,2021,D,17,0,D, , , , , ,X,O, , , , ,Q,,,D
44102257,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,NEWSOM-PARRISH,09233,2,TAYLOR COUNTY REGULAR,88520001,,2020-05-05,625113,Enf,Rule 15,14,B,L,,3175,201204,201204,Y,SHUT IN,,NEWSOM-PARRISH,CONTINUAL OIL & GAS  INC.,,NEWSOM-PARRISH,173790,Y,4828224471,19840112,19790411,19630302,,2,2022,D,9,2,D, , , , , ,X,O,,,,,,,,D
44102259,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,NEWSOM-PARRISH,09233,1,TAYLOR COUNTY REGULAR,88520001,,2020-05-05,625113,Enf,Rule 15,14,B,L,,3136,200303,200303,Y,SHUT IN,,NEWSOM-PARRISH,CONTINUAL OIL & GAS  INC.,,NEWSOM-PARRISH,173790,Y,4828224472,19840112,19621212,19621130,,2,2022,D,18,3,D, , , , , ,X,O,,,,,,,,D
44131589,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,NEWSOM,16282,1,TAYLOR COUNTY REGULAR,88520001,,2020-05-05,625115,Enf,Rule 15,14,,L,,3125,201201,201201,Y,SHUT IN,,NEWSOM,CONTINUAL OIL & GAS  INC.,079172,NEWSOM,173790,Y,4828224566,20000424,20000214,19980213,,2,2022,D,9,5,D,H, , ,F, , ,O, , , , ,Q,,,
44132047,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,101,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4822,201904,201904,Y,NO PRODUCTION,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,140616,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224595,19920710,19820722,19820711,,2,2022,D,2,2,D, , , , , ,X,O,,,,,,,,D
44132119,O,7B,TAYLOR,441,4,"ROCO PETROLEUM, INCORPORATED",723552,HENSON,18869,1A,TAYLOR COUNTY REGULAR,88520001,,2020-11-09,709222,Enf,,50,,L,,3200,199901,199901,Y,SHUT IN,,HENSON,ROCO PETROLEUM  INCORPORATED,153854,HENSON,723552,Y,4828224600,19840112,19820819,19820511,,10,2021,D,22,5,D, , , , , ,X,O,,,,,,,,D
44132236,O,7B,TAYLOR,441,4,"EDGE OIL AND GAS, LLC",243206,SOUTH CORNETT,30001,2,SO-TEX (FRY),84685300,,2020-09-23,689488,Enf,,20,,L,,4917,201511,201511,Y,NO PRODUCTION,,SOUTH CORNETT,EDGE OIL AND GAS  LLC,623769,SOUTH CORNETT,243206,Y,4828224607,20080415,20070605,20060928,,11,2021,D,5,7,D, , , , , ,X,O,,,,,,,,D
44132726,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,ARRINGTON,07440,2,TAYLOR COUNTY REGULAR,88520001,,2020-03-30,606515,Enf,Rule 15,14,,L,,2244,201907,201907,Y,NO PRODUCTION,,ARRINGTON,CONTINUAL OIL & GAS  INC.,218330,ARRINGTON,173790,Y,4828224631,19841117,19840514,19831012,,2,2022,D,1,11,D, , , , , ,X,O, , , ,R,,,,D
44133246,O,7B,TAYLOR,441,2,"TKP PETROLEUM, INC.",860891,BEAIRD,24540,1,FREDERICKSON (GOEN LIME),32864666,270419,2020-07-09,654578,Enf,Rule 15,34,,L,,4668,201801,201801,Y,NO PRODUCTION,,BEAIRD,TKP PETROLEUM  INC.,332112,BEAIRD,860891,Y,4828224661,19870930,19870917,19870901,,8,2021,D,3,5,D, , , , , ,X,O,,,,,,,,D
44133442,O,7B,TAYLOR,441,3,CHAN WEST OIL CORPORATION,144179,RADFORD HILLS,27119,3,OHLHAUSEN (COOK SD.),66896150,273764,2020-08-26,678516,Enf,,33,,L,,2419,200201,200201,Y,SHUT IN,,RADFORD HILLS,CHAN WEST OIL CORPORATION,421994,RADFORD HILLS,144179,Y,4828224677,19940404,19940322,19930707,,7,2021,D,19,5,D, , , , , ,X,O,,,,,,,,D
44133500,O,7B,TAYLOR,441,3,"ABILENE OIL & GAS, INC.",002751,K M LANDS,31066,1,TAYLOR COUNTY REGULAR,88520001,272037,2020-07-09,654577,Enf,,46,,L,,2435,201701,201701,Y,NO PRODUCTION,,K M LANDS,ABILENE OIL & GAS  INC.,713604,K M LANDS,002751,Y,4828224683,20121206,20120808,20120731,,4,2022,D,4,5,,,,,,,,,,,,,,,,D
44133539,O,7B,TAYLOR,441,3,CHAN WEST OIL CORPORATION,144179,STRAUSS,26996,1,TAYLOR COUNTY REGULAR,88520001,273659,2020-08-26,678519,Enf,,33,,L,,2399,200001,200001,Y,SHUT IN,,STRAUSS,CHAN WEST OIL CORPORATION,411852,STRAUSS,144179,Y,4828224692,19931006,19930910,19930805,,7,2021,D,21,5,D, , , , , ,X,O, , , , ,Q,,,D
44730720,O,7B,THROCKMORTON,447,4,"ASHTOLA EXPLORATION COMPANY,INC.",035060,NASH,12427,1,THROCKMORTON COUNTY REGULAR,89812001,,2020-01-29,577703,Enf,,51,,L,,4536,201511,201511,Y,NO PRODUCTION,,NASH,ASHTOLA EXPLORATION COMPANY INC.,,NASH,035060,Y,4828227727,19900809,19900706,19900612,,1,2022,D,5,7,D, , , , , ,X,O, , , ,R,Q,,,D
44181185,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,303,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4735,199209,199209,Y,SHUT IN,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828225110,19920710,19690912,19690910,,2,2022,D,28,9,D, , , , , , ,O,,,,,,,,A
44330006,G,7C,TERRELL,443,2,PATNO OIL & GAS COMPANY,643327,MITCHELL - STATE 22,091333,1,OZONA (CANYON SAND),67995200,276536,2020-04-07,611083,Enf,Rule 15,20,,L,,6098,201606,201606,Y,PRODUCING,,MITCHELL - STATE 22,PATNO OIL & GAS COMPANY,086274,MITCHELL - STATE 22,643327,Y,4828225154,19840112,19810126,19801006,,7,2021,D,5,0,D, , , , , ,X,O,,,,,,,,D
44530874,O,8A,TERRY,445,2H,BARJ OIL CO.,049280,SIMPSON-WARD,63133,1,SEVEN LAKES (FUSSELMAN),82360500,,2020-08-26,676601,Enf,,24,,L,,11772,201812,201812,Y,NO PRODUCTION,,SIMPSON-WARD,BARJ OIL CO.,095204,SIMPSON-WARD,049280,Y,4828226603,19840112,19810123,19801221,,9,2021,D,2,6,,,,,,,,,,,,,,,,
44530904,O,8A,TERRY,445,2H,BARJ OIL CO.,049280,MAPCO ET AL,63333,1,SEVEN LAKES (FUSSELMAN),82360500,,2020-11-04,707622,Enf,,24,,L,,11725,201812,201812,Y,NO PRODUCTION,,MAPCO ET AL,BARJ OIL CO.,105548,MAPCO ET AL,049280,Y,4828226614,19840112,19810605,19810510,,9,2021,D,2,6,,,,,,,,,,,,,,,,
44130239,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,102,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4808,201201,201201,Y,SHUT IN,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,488094,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224515,20070430,20060719,20000613,,2,2022,D,9,5,D,H, , , , , ,O,,,,,,,,
44130420,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,801,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4864,201201,201201,Y,SHUT IN,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224517,19940509,19940324,19930830,,2,2022,D,9,5,D,H, , , , , ,O,,,,,,,,
44130440,O,7B,TAYLOR,441,,"CONTINUAL OIL & GAS, INC.",173790,BRYAN WILLIAMS (FRY SAND) UNIT,26567,802,"BRYAN WILLIAMS (FRY, UPPER)",12721500,,2020-06-15,643907,Enf,Rule 15,14,C,L,,4875,200403,200403,Y,SHUT IN,,BRYAN WILLIAMS (FRY SAND) UNIT,CONTINUAL OIL & GAS  INC.,413371,BRYAN WILLIAMS (FRY SAND) UNIT,173790,Y,4828224519,19931231,19931104,19931031,,2,2022,D,17,3,D, , , , , , ,O,,,,,,,,A
44134544,O,7B,TAYLOR,441,4,"MUDSLINGER OIL, L.L.C.",592478,JACKSON,32171,2,CEDAR GAP (FLIPPEN),16566500,,2021-03-11,751978,,,35,,L,,2222,201701,201701,Y,SHUT IN,,JACKSON,MUDSLINGER OIL  L.L.C.,820890,JACKSON,592478,Y,4828225028,20171013,20171004,20170127,,3,2022,D,4,5,D, , , , , , ,O,,,,,,,,
44531086,O,8A,TERRY,445,2H,BARJ OIL CO.,049280,MOSS,64148,1,"CORRIGAN, EAST (FUSSELMAN)",20788500,,2020-11-04,707646,Enf,,24,,L,,11717,199801,199801,Y,SHUT IN,,MOSS,BARJ OIL CO.,172742,MOSS,049280,Y,4828226677,19840112,19821202,19821121,,9,2021,D,23,5,D, , , ,F, ,X,O, , , , ,Q,,,D
44701282,O,7B,THROCKMORTON,447,4,"THOMPSON, J. B.",855560,OVERCASH ESTATE,27438,1,WILDCAT,00014001,,2020-11-02,707064,Enf,,303,,L,,1050,199801,199801,Y,SHUT IN,,OVERCASH ESTATE,THOMPSON  J. B.,025149,OVERCASH ESTATE,855560,Y,4828227608,19950330,19941121,19790327,,2,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
44734605,O,7B,THROCKMORTON,447,4,DINO OPERATING LLC,220719,PUTNAM JH,24255,11A,RICHARDS RANCH (MISSISSIPPI),76454500,,2019-11-13,548864,Enf,,31,,L,,4610,200805,200805,Y,SHUT IN,,PUTNAM JH,DINO OPERATING LLC,302011,PUTNAM JH,220719,Y,4828228074,19870604,19870318,19860529,,2,2022,D,13,1,D, , , , , ,X,O,,,,,,,,D
44731649,G,7B,THROCKMORTON,447,4,"ASHTOLA EXPLORATION COMPANY,INC.",035060,NASH,080556,3,LEN-JACK (BASAL BRECKENRIDGE),53145300,,2020-10-29,705373,Enf,,51,,L,,710,200710,200710,Y,TEMP ABANDONED,,NASH,ASHTOLA EXPLORATION COMPANY INC.,023467,NASH,035060,Y,4828227788,19840112,19790209,19781105,,1,2022,D,13,8,D, , , , , ,X,O,,,,,,,,D
44734710,O,7B,THROCKMORTON,447,4,SPENCE ENERGY COMPANY,809332,EDSALL UNIT,26863,2,THROCKMORTON COUNTY REGULAR,89812001,,2020-11-17,712019,,,99,,L,,4828,199901,199901,Y,SHUT IN,,EDSALL UNIT,SPENCE ENERGY COMPANY,409072,EDSALL UNIT,809332,Y,4828228086,19931231,19930415,19930201,,8,2021,D,22,5,D, , , , , ,X,O,,,,,,,,D
44734817,O,7B,THROCKMORTON,447,4,"ASHTOLA EXPLORATION COMPANY,INC.",035060,NASH,12427,4,THROCKMORTON COUNTY REGULAR,89812001,,2020-01-29,577703,Enf,,51,,L,,4536,201511,201511,Y,NO PRODUCTION,,NASH,ASHTOLA EXPLORATION COMPANY INC.,339114,NASH,035060,Y,4828228103,19880302,19880121,19880107,,1,2022,D,5,7,D, , , , , ,X,O, , , ,R,Q,,,D
44930210,O,06,TITUS,449,2,"NBI SERVICES, INC.",601352,HOFFMAN-BANKHEAD UNIT,05844,113,TRIX-LIZ (WOODBINE -D-),91434875,269201,2021-03-29,758426,Enf,,25,,L,,3900,201703,201703,Y,SHUT IN,,HOFFMAN-BANKHEAD UNIT,NBI SERVICES  INC.,033966,HOFFMAN-BANKHEAD UNIT,601352,Y,4828229258,19840112,19790126,19790117,,12,2021,D,4,3,D, , , , , ,X,O,,,,,,,,D
44736230,O,7B,THROCKMORTON,447,4,"TAMARRON RESOURCES, INC.",835681,DAWS,29078,23,KD (CONGL),47820075,,2020-10-30,705647,Enf,,67,,L,,4938,200703,200703,Y,SHUT IN,,DAWS,TAMARRON RESOURCES  INC.,634273,DAWS,835681,Y,4828228566,20090311,20090116,20070318,,10,2021,D,14,3,D, , , , , , ,O,,,,,,,,
44780805,O,7B,THROCKMORTON,447,3,K. & K. TANK COMPANY,448760,MORRISON,07598,1,THROCKMORTON COUNTY REGULAR,89812001,,2020-11-17,712023,,,500,,L,,230,199801,199801,Y,SHUT IN,,MORRISON,K. & K. TANK COMPANY,,MORRISON,448760,Y,4828229006,19840112,,,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
44736001,O,7B,THROCKMORTON,447,4,"TAMARRON RESOURCES, INC.",835681,MENG,28901,2,SLR (CONGL.),79290075,,2020-11-03,707067,Enf,,67,,L,,4542,201509,201509,Y,NO PRODUCTION,,MENG,TAMARRON RESOURCES  INC.,497506,MENG,835681,Y,4828228468,20010126,20001004,20000808,,10,2021,D,5,9,,,,,,,,,,,,,,,,
44736006,O,7B,THROCKMORTON,447,4,"TAMARRON RESOURCES, INC.",835681,MENG,28915,1084,KD (CONGL),47820075,,2020-11-03,707065,Enf,,67,,L,,4924,201509,201509,Y,NO PRODUCTION,,MENG,TAMARRON RESOURCES  INC.,500383,MENG,835681,Y,4828228471,20010326,20001205,20001101,,10,2021,D,5,9,,,,,,,,,,,,,,,,
44736049,O,7B,THROCKMORTON,447,4,"TAMARRON RESOURCES, INC.",835681,DAWS,29078,21,KD (CONGL),47820075,,2020-10-30,705647,Enf,,67,,L,,4850,201302,201302,Y,SHUT IN,,DAWS,TAMARRON RESOURCES  INC.,515548,DAWS,835681,Y,4828228494,20020129,20020104,20020101,,10,2021,D,8,4,D, , , , , , ,O,,,,,,,,
44736637,O,7B,THROCKMORTON,447,4,"AURORA OPERATING, LLC",036924,SWENSON,31898,1851H,SWENSON (CADDO),87632300,,2020-06-30,650900,Enf,,50,,L,,4708,201609,201609,Y,NO PRODUCTION,,SWENSON,AURORA OPERATING  LLC,806403,SWENSON,036924,Y,4828228788,20151123,20151029,20150824,,3,2022,D,4,9,D, , , , , , ,O, , , , ,Q,,,
44736638,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,BROWN SOUTH,31952,3371,SWENSON (CADDO),87632300,,2020-05-18,631637,Enf,,24,,L,,1050,201507,201507,Y,SHUT IN,,BROWN SOUTH,ALPHA GAMMA ONSHORE  LLC,806585,BROWN SOUTH,015112,Y,4828228789,20160331,20160310,20150719,,4,2022,D,5,11,D, , , , , , ,O,,,,,,,,
44736639,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,BROWN NORTH,31973,1071,SWENSON (CADDO),87632300,,2020-11-04,707772,Enf,,24,,L,,1050,201507,201507,Y,SHUT IN,,BROWN NORTH,ALPHA GAMMA ONSHORE  LLC,806581,BROWN NORTH,015112,Y,4828228790,20160509,20160419,20150707,,4,2022,D,5,11,D, , , , , , ,O,,,,,,,,
44736645,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,MENARD,31950,1,SWENSON (CADDO),87632300,,2020-07-07,652975,Enf,,24,,L,,1050,201507,201507,Y,SHUT IN,,MENARD,ALPHA GAMMA ONSHORE  LLC,807954,MENARD,015112,Y,4828228795,20160330,20160310,20150710,,4,2022,D,5,11,D, , , , , , ,O,,,,,,,,
44736646,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,MENARD,31950,1V,SWENSON (CADDO),87632300,,2020-07-07,652975,Enf,,24,,L,,5322,201702,201702,Y,SHUT IN,,MENARD,ALPHA GAMMA ONSHORE  LLC,807957,MENARD,015112,Y,4828228796,20170105,20161228,20160622,,4,2022,D,4,4,D, , , , , , ,O,,,,,,,,
44736649,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,PL RANCH,31974,1,WILDCAT,00014001,,2020-11-04,707773,Enf,,24,,L,,1050,201507,201507,Y,SHUT IN,,PL RANCH,ALPHA GAMMA ONSHORE  LLC,808454,PL RANCH,015112,Y,4828228797,20160510,20160419,20150725,,4,2022,D,5,11,D, , , , , , ,O,,,,,,,,
44736660,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,RICHARDS,32056,1H,SWENSON (CADDO),87632300,,2021-03-25,756939,Enf,,24,,L,,2000,201509,201509,Y,SHUT IN,,RICHARDS,ALPHA GAMMA ONSHORE  LLC,810438,RICHARDS,015112,Y,4828228799,20170228,20160602,20150925,,4,2022,D,5,9,D, , , , , , ,O,,,,,,,,
44736673,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,RICHARDS,32056,2,SWENSON (CADDO),87632300,,2021-03-25,756939,Enf,,24,,L,,4850,201702,201702,Y,SHUT IN,,RICHARDS,ALPHA GAMMA ONSHORE  LLC,813212,RICHARDS,015112,Y,4828228807,20161118,20161115,20160126,,4,2022,D,4,4,D, , , , , , ,O,,,,,,,,
44736687,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,MENARD,31950,2,SWENSON (CADDO),87632300,,2020-12-04,717555,Enf,,24,,L,,5478,201608,201608,Y,SHUT IN,,MENARD,ALPHA GAMMA ONSHORE  LLC,815998,MENARD,015112,Y,4828228817,20180725,20180515,20160624,,4,2022,D,4,10,D, , , , , , ,O,,,,,,,,
44736688,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,RICHARDS,32056,3,SWENSON (CADDO),87632300,,2021-03-25,756939,Enf,,24,,L,,5479,201606,201606,Y,SHUT IN,,RICHARDS,ALPHA GAMMA ONSHORE  LLC,816342,RICHARDS,015112,Y,4828228818,20170512,20170310,20160629,,4,2022,D,5,0,D, , , , , , ,O,,,,,,,,
44736699,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,RICHARDS,32056,4,SWENSON (CADDO),87632300,,2021-03-25,756939,Enf,,24,,L,,4330,201701,201701,Y,SHUT IN,,RICHARDS,ALPHA GAMMA ONSHORE  LLC,819682,RICHARDS,015112,Y,4828228826,20171031,20170721,20170105,,4,2022,D,4,5,D, , , , , , ,O,,,,,,,,
44736710,O,7B,THROCKMORTON,447,4,"ALPHA GAMMA ONSHORE, LLC",015112,PL RANCH,31974,2,WILDCAT,00014001,,2020-11-04,707773,Enf,,24,,L,,1500,201701,201701,Y,SHUT IN,,PL RANCH,ALPHA GAMMA ONSHORE  LLC,821964,PL RANCH,015112,Y,4828228834,20171017,20170729,20170130,,4,2022,D,4,5,D, , , , , , ,O,,,,,,,,
45100252,O,7C,TOM GREEN,451,2H,RANCHERS RESOURCES INC.,690557,UPTON,16181,3101,UPTON RANCH (CANYON),92716500,,2020-03-25,604664,,,48,,L,,4819,201406,201406,Y,NO PRODUCTION,,UPTON,RANCHERS RESOURCES INC.,605832,UPTON,690557,Y,4828229465,20070516,20070313,20051025,,8,2021,D,7,0,D, , , , , , ,O, , , , , ,S,W,
44780781,O,7B,THROCKMORTON,447,4,"THOMAS, JIM",853770,EVERETT ESTATE,07326,1,"MOBILE (STRAWN, UPPER)",62282666,,2020-10-29,705374,,,500,,L,,3473,199801,199801,Y,SHUT IN,,EVERETT ESTATE,THOMAS  JIM,,EVERETT ESTATE,853770,Y,4828228993,19840112,19590320,19590102,,11,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
44780782,O,7B,THROCKMORTON,447,4,"THOMAS, JIM",853770,EVERETT ESTATE,07326,2,"MOBILE (STRAWN, UPPER)",62282666,,2020-10-29,705374,,,500,,L,,3464,199801,199801,Y,SHUT IN,,EVERETT ESTATE,THOMAS  JIM,,EVERETT ESTATE,853770,Y,4828228994,19840112,19600307,19600103,,11,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
45110076,O,7C,TOM GREEN,451,,PETRO-SMITH OPERATING LLC,660313,JOHNSON ESTATE,14878,2,BEEKEEPER (PALO PINTO),06765270,,2020-06-22,648231,Enf,,16,,L,,5224,201704,201704,Y,SHUT IN,,JOHNSON ESTATE,PETRO-SMITH OPERATING LLC,483255,JOHNSON ESTATE,660313,Y,4828229570,20000522,20000119,19991202,,1,2022,D,4,2,D, , , , , ,X,O,,,,,,,,D
44980220,O,06,TITUS,449,2H,COMANCHE WELL SERVICE CORP.,169420,TRIXLIZ WATERFLOOD UNIT,05459,101,TRIX-LIZ (WOODBINE -A-),91434500,271757,2020-08-25,676272,Enf,,122,,L,,3950,199801,199801,Y,SHUT IN,,TRIXLIZ WATERFLOOD UNIT,COMANCHE WELL SERVICE CORP.,,TRIXLIZ WATERFLOOD UNIT,169420,Y,4828229446,19840112,19740809,19710812,,3,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
44980231,O,06,TITUS,449,2H,"NBI SERVICES, INC.",601352,BANKHEAD,05546,20,TRIX-LIZ (GOODLAND),91434125,273936,2021-02-24,745768,Enf,,25,,L,,5000,201907,201907,Y,NO PRODUCTION,,BANKHEAD,NBI SERVICES  INC.,057014,BANKHEAD,601352,Y,4828229447,19840112,19800108,19791118,,12,2021,D,1,11,,,,,,,,,,,,,,,,
45100187,O,7C,TOM GREEN,451,3,PATNO OIL & GAS COMPANY,643327,ATKINSON,03750,1,"ATKINSON, NE. (SAN ANGELO)",04275333,276461,2020-11-17,712135,Enf,Rule 15,20,,L,,367,201102,201102,Y,SHUT IN,,ATKINSON,PATNO OIL & GAS COMPANY,,ATKINSON,643327,Y,4828229458,19840112,,,,7,2021,D,10,4,D, , , , , ,X,O,,,,,,,,D
45132789,O,7C,TOM GREEN,451,3,"ROCA PRODUCTION, INC.",722193,TONNE,18507,2,FUNK (SAN ANDRES),33319500,274918,2021-02-08,741742,Enf,,25,,L,,808,201404,201404,Y,SHUT IN,,TONNE,ROCA PRODUCTION  INC.,767441,TONNE,722193,Y,4828230317,20140721,20140421,20140210,,5,2022,D,7,2,D, , , , , , ,O,,,,,,,,
45900187,O,06,UPSHUR,459,2,"KROG PARTNERS, LLC",478189,BRANNAN,03633,2,NEW DIANA (WOODBINE),65113500,276699,2020-05-15,630745,Enf,Rule 15,12,,L,,3678,201608,201608,Y,NO PRODUCTION,,BRANNAN,KROG PARTNERS  LLC,,BRANNAN,478189,Y,4828230833,19840112,,,,3,2022,D,4,10,D, , , , , ,X,O,,,,,,,,D
45530489,G,03,TRINITY,455,4,RHC ENERGY (USA) LLC,704798,KENLEY,253375,1H,APPLE SPRINGS (GLEN ROSE),03310400,,2020-08-28,677783,Enf,Rule 15,52,,L,,8952,200904,200904,Y,TEMP ABANDONED,,KENLEY,RHC ENERGY (USA) LLC,615887,KENLEY,704798,Y,4828230473,20110429,20090410,20070430,,2,2022,D,12,2,D, , , , , , ,O,,,,,,,,A
45530491,G,03,TRINITY,455,,"GARRISON OPERATING, L.L.C.",295851,CAMERON MINERALS TRUST,281155,1,"GLENDALE, EAST (WILCOX)",35376700,,2021-04-07,760574,,Rule 15,21,,L,,10209,201506,201506,Y,PRODUCING,,CAMERON MINERALS TRUST,GARRISON OPERATING  L.L.C.,624592,CAMERON MINERALS TRUST,295851,Y,4828230475,20161028,20151023,20150616,,10,2021,D,6,0,D, , , , , , ,O,,,,,,,,
