og_code,operator_name,operator_no,lease_name,lease_no,well_no,api,district,county,field_name,field_no,oil_unit_no,water_land_code,api_depth,shutin_dt,well_plugged,cost_calc,compliance_due_date,orig_completion,ice_inspection_date,ice_inspection_id,sfp_code,ofcu_well_priority,sb639_enf,sb639_r15,months_delinquent,p5_renewal_month,p5_renewal_year,p5_originating_status,current_5yr_inactive,current_10yr_inactive,aged_5yr_inactive,aged_10yr_inactive,current_inactive_yrs,current_inactive_months,aged_inactive_yrs,aged_inactive_months,extension_status,ext_data_h,ext_data_e,ext_data_p,ext_data_f,ext_data_v,ext_data_x,ext_data_o,ext_data_t,ext_data_m,ext_data_k,ext_data_r,ext_data_q,ext_data_s,ext_data_w
O,"BROCK, J.",095367,COLE-WILLIAMSON -6-,30624,1,13534742,08,ECTOR,"GOLDSMITH, N. (SAN ANDRES, CON.)",35654664,,L,5900,2008-10-15,f,105492,,1985-05-14,2020-12-15,721735,,3,,Rule 15,85,2,2022,D,f,t,f,t,12,7,13,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"PONTIAC OIL, INC.",670449,"COLE, EMMETT",127031,1,05730170,02,CALHOUN,"KELLERS CREEK, S. (7312)",48521720,,L,8962,1998-01-15,f,140703,,1984-01-12,2020-11-13,710780,,4,Enf,,314,3,2022,D,f,t,f,t,23,4,24,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,TEJAS DRILLING INC.,841264,"COLE, K.B.",119244,1,44734481,7B,THROCKMORTON,THROCKMORTON COUNTY REGULAR(GAS),89812025,,L,920,1998-01-15,f,10368,,1985-10-15,2020-11-17,712020,,4,,,360,5,2021,D,f,t,f,t,23,4,23,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,1,22731508,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4421,2015-01-15,f,79047,,1977-11-29,2019-06-17,485958,263856,3,Enf,Rule 15,38,3,2022,D,t,f,t,f,6,4,7,2,D,t,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,2,22732772,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4410,2002-03-15,f,78851,,1982-07-29,2020-12-14,720824,263856,3,Enf,Rule 15,38,3,2022,D,f,t,f,t,19,2,20,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,3,22731538,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4402,2005-01-15,f,78708,,1977-01-18,2019-06-17,485958,263856,2H,Enf,Rule 15,38,3,2022,D,f,t,f,t,16,4,17,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,4,22731670,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4405,2005-03-15,f,78761,,1978-10-17,2019-06-17,485958,263856,4,Enf,Rule 15,38,3,2022,D,f,t,f,t,16,2,17,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,4B,22731634,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4408,1999-04-15,f,78815,,1978-11-27,2019-06-17,485958,263856,3,Enf,Rule 15,38,3,2022,D,f,t,f,t,22,1,22,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,5B,22731633,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4406,1999-04-15,f,78779,,1979-02-22,2020-04-16,616073,263856,3,Enf,Rule 15,38,3,2022,D,f,t,f,t,22,1,22,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,6,22731610,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4407,1999-04-15,f,78797,,1978-05-26,2019-06-17,485958,263856,3,Enf,Rule 15,38,3,2022,D,f,t,f,t,22,1,22,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,8,22731723,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4409,1998-01-15,f,78833,,1979-02-12,2020-12-14,720824,263856,4,Enf,Rule 15,38,3,2022,D,f,t,f,t,23,4,24,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SEQUOIA NATURAL GAS, INC.",767543,"COLE,W.S.",24833,9B,22732308,08,HOWARD,"VINCENT (CLEAR FORK,LOWER)",93852750,,L,4405,1999-01-15,f,78761,,1997-04-05,2019-06-17,485958,263856,3,Enf,Rule 15,38,3,2022,D,f,t,f,t,22,4,23,2,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,PETRO-SMITH OPERATING LLC,660313,COLLIER,027823,1,42180401,10,SHERMAN,TEXAS HUGOTON,89120001,,L,5944,2004-11-15,f,57597,2019-06-23,1950-10-17,2018-08-30,383625,,,Enf,,16,1,2022,D,f,t,f,t,16,6,17,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,t
O,PETROLEUM ASSET MANAGEMENT CORP,660285,COLLINS,03354,1,28930505,05,LEON,MCGUIRE (SUBCLARKSVILLE),59536500,,L,6729,2014-01-15,f,43066,,1984-10-18,2020-07-16,657450,,,,Rule 15,59,5,2021,D,t,f,t,f,7,4,7,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SALT CREEK PRODUCTION, INC.",744277,COLLINS,08121,2,29734166,02,LIVE OAK,NEW COLLINS (HOCKLEY),65111220,,L,4720,2014-05-15,f,74104,,1995-10-04,2020-04-22,619853,,,Enf,Rule 15,33,9,2021,D,t,f,t,f,7,0,7,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,B. B. & C.,039890,COLLINS,41287,1,33530611,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1304,2016-04-15,f,23316,,1975-11-26,2019-12-04,558062,,3,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,2W,33530684,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1338,2017-01-15,f,23923,,1976-06-01,2019-12-04,558062,,3,Enf,Rule 15,30,11,2021,D,f,f,f,f,4,4,4,10,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,3,33530683,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1350,2016-04-15,f,24138,,1976-07-01,2020-08-20,673505,,,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,4,33531334,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1350,2016-04-15,f,24138,,1978-07-20,2019-12-04,558062,,,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,5,33531508,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1320,2016-04-15,f,23602,,1979-09-16,2019-12-04,558062,,,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,6,33531734,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1320,2016-04-15,f,23602,,1980-10-10,2020-08-20,673505,,3,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,7,33531735,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1325,2016-04-15,f,23691,,1980-10-12,2019-12-04,558062,,3,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,B. B. & C.,039890,COLLINS,41287,8,33531736,08,MITCHELL,HOWARD GLASSCOCK (CONSOLIDATED),42971200,,L,1320,2016-04-15,f,23602,,1980-10-12,2020-08-20,673505,,,Enf,Rule 15,30,11,2021,D,t,f,t,f,5,1,5,7,D,f,f,f,f,f,t,t,f,f,f,t,f,f,f
O,"SALT CREEK PRODUCTION, INC.",744277,COLLINS -A-,08443,4,29734184,02,LIVE OAK,NEW COLLINS (YEGUA 2),65111495,,L,5610,2012-03-15,f,88077,,1996-01-26,2020-04-22,619858,,,Enf,Rule 15,33,9,2021,D,t,f,t,f,9,2,9,6,D,t,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"SALT CREEK PRODUCTION, INC.",744277,COLLINS A,08149,3,29734180,02,LIVE OAK,NEW COLLINS (5400),65111650,,L,6115,2013-03-15,f,96006,,1996-02-01,2020-04-22,619852,,,Enf,Rule 15,33,9,2021,D,t,f,t,f,8,2,8,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,CLARON CORPORATION,158276,"COLLINS, CHRISTINE ET VIR",124173,1,17532202,02,GOLIAD,RIC-JOHN (FRIO 2900),76286250,,L,3939,1998-01-15,f,61842,,1987-02-13,2020-11-20,713232,,4,Enf,,286,4,2022,D,f,t,f,t,23,4,24,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"REGENCY ENERGY, INC.",698761,"COLLINS, JOE",229953,1,01333896,01,ATASCOSA,"BENTON CITY S, (ANACACHO)",7220500,,L,1860,2009-03-15,f,20720,,1988-11-14,2021-03-29,757378,274367,3,,,100,1,2022,D,f,t,f,t,12,2,12,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,SKYBRIDGE ENERGY LLC,786419,"COLLUM, ANNIE MAE",186682,1,14300055,7B,ERATH,EASTLAND COUNTY REGULAR (GAS),27358498,,L,3600,2004-11-15,f,40572,,2001-09-11,2020-10-29,705044,,4,Enf,Rule 15,71,7,2021,D,f,t,f,t,16,6,16,8,D,f,f,f,f,f,f,t,f,f,f,f,t,f,f
G,TEXAS GULF PRODUCTION CO. LLC,846255,COLOVACA G.U.,250649,1,08932470,03,COLORADO,"HOLLIER (WILCOX 11,900)",42210500,,L,15943,2013-11-15,f,222086,,2006-09-02,2020-01-24,575277,,3,,Rule 15,30,12,2021,D,t,f,t,f,7,6,8,1,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"A""""",00202,3W,17900587,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3240,2017-07-15,f,31396,,1997-03-14,2019-01-29,434457,,,Enf,Rule 15,16,11,2021,D,f,f,f,f,3,10,4,4,D,t,f,f,f,f,f,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"A""""",00202,4,17981117,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-05-15,f,29070,,1984-01-12,2019-01-29,434457,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,0,5,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"A""""",00202,5,17981118,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-05-15,f,29070,,1984-01-12,2019-01-29,434457,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,0,5,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"A""""",00202,6,17981119,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-05-15,f,29070,,1984-01-12,2019-01-29,434457,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,0,5,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"A""""",00202,7,17981120,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-05-15,f,29070,,1984-01-12,2019-01-29,434457,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,0,5,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"A""""",00202,8,17981121,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-05-15,f,29070,,1984-01-12,2017-05-03,214916,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,0,5,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"B""""",00269,1,17981410,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,1998-01-15,f,29070,,1984-01-12,2018-04-04,324213,,,Enf,Rule 15,16,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"B""""",00269,2,17981411,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,1998-01-15,f,29070,,1984-01-12,2018-04-04,324213,,,Enf,Rule 15,16,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"B""""",00269,3,17981412,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2017-10-15,f,29070,,1984-01-12,2017-09-05,254442,,,Enf,Rule 15,16,11,2021,D,f,f,f,f,3,7,4,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"B""""",00269,5,17981414,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2017-10-15,f,29070,,1984-01-12,2018-04-04,324213,,,Enf,Rule 15,16,11,2021,D,f,f,f,f,3,7,4,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,"COMBS-WORLEY """"B""""",00269,6,17981415,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2017-10-15,f,29070,,1984-01-12,2017-12-14,287859,,,Enf,Rule 15,16,11,2021,D,f,f,f,f,3,7,4,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,COMBS-WORLEY NCT-1,01660,10,17983928,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-02-15,f,29070,,1984-01-12,2017-05-03,214915,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,3,5,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,COMBS-WORLEY NCT-1,01660,11,17983929,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-02-15,f,29070,,1984-01-12,2017-05-03,214915,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,3,5,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,DALF ENERGY LLC,197641,COMBS-WORLEY NCT-1,01660,13,17983930,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2016-02-15,f,29070,,1984-01-12,2017-05-03,214915,,,Enf,Rule 15,16,11,2021,D,t,f,t,f,5,3,5,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,RINGO RIG LLC,712386,"COMER, ROY B.",13856,1,08330622,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,2500,2003-06-15,f,28175,2019-04-29,1976-11-19,2020-08-13,669868,,4,Enf,,23,7,2021,D,f,t,f,t,17,11,18,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"ZAZA ENERGY, LLC",950545,COMMODORE,26427,A1,47130353,03,WALKER,GIBBS BROS. (BUDA),34671200,,L,12601,2015-04-15,f,175532,,2013-05-08,2020-09-08,682272,253576,2H,Enf,,66,11,2021,D,t,f,t,f,6,1,6,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,BATTLE CREEK OIL COMPANY,056380,COMPTON,22767,1034,41734285,7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,82522001,,L,398,1998-01-15,f,4485,,1982-03-15,2020-10-29,705395,,4,,,333,1,2022,D,f,t,f,t,23,4,24,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,BATTLE CREEK OIL COMPANY,056380,COMPTON,22767,2034,41734759,7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,82522001,,L,402,1998-01-15,f,4531,,1982-12-21,2020-10-29,705395,,4,,,333,1,2022,D,f,t,f,t,23,4,24,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,MIDWAY DRILLING CO.,566352,CONCORD OIL CO.,17362,2,49332622,01,WILSON,WILDCAT,2001,,L,1808,2012-03-15,f,20141,,2012-01-27,2020-11-19,712617,,4,,,59,7,2021,D,t,f,t,f,9,2,9,4,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,PRONGHORN MANAGEMENT CORPORATION,681368,"CONE, A. L.",18093,1,50110012,8A,YOAKUM,SPIVEY (SAN ANDRES),85231500,,L,5316,1998-01-15,f,64643,,1963-10-15,2019-12-05,557253,271176,3,,,118,7,2021,D,f,t,f,t,23,4,23,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TRACKER OIL & GAS, INC.",864035,"CONN, M. W.",04190,1,12730141,01,DIMMIT,GOOD LUCK (SAN MIGUEL),35772500,,L,6037,2002-04-15,f,67252,,1971-01-15,2020-11-20,713479,,3,Enf,,240,4,2022,D,f,t,f,t,19,1,20,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"LGL ENERGY, INC.",500224,CONNALLY-WILEY,02468,1,21730235,05,HILL,MT. CALM,63326001,,L,920,2000-01-15,f,5888,,1982-09-10,2021-03-26,757216,,4,Enf,Rule 15,90,11,2021,D,f,t,f,t,21,4,21,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"LGL ENERGY, INC.",500224,CONNALLY-WILEY,02468,4,21730308,05,HILL,MT. CALM,63326001,,L,799,1998-01-15,f,5114,,1984-12-12,2021-03-26,757216,,4,Enf,Rule 15,90,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"BROWN INDUSTRIAL GAS OP, INC.",100298,CONNAWAY-GRELLE GAS UNIT,070326,1,04931105,7B,BROWN,"BROOKESMITH,E(MARBLE FALLS REEF)",12196500,,L,1445,2005-10-15,f,16285,2015-08-15,1977-01-15,2020-12-14,721040,,4,Enf,Rule 15,52,2,2022,D,f,t,f,t,15,7,16,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"BROWN INDUSTRIAL GAS OP, INC.",100298,CONNAWAY-GRELLE GAS UNIT,107983,2,04933397,7B,BROWN,"BROOKESMITH,E(MARBLE FALLS REEF)",12196500,,L,1440,2007-03-15,f,16229,2015-08-15,1982-12-06,2020-12-15,721632,,4,Enf,Rule 15,52,2,2022,D,f,t,f,t,14,2,14,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -A-",03078,6E,13501618,08,ECTOR,JORDAN (ELLENBURGER),47267228,,L,8914,2017-03-15,f,159382,,1984-01-12,2020-06-15,644450,,,Enf,Rule 15,18,11,2021,D,f,f,f,f,4,2,4,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -A-",03078,7E,13501617,08,ECTOR,JORDAN (ELLENBURGER),47267228,,L,8945,2017-03-15,f,159937,,1984-01-12,2020-05-14,630336,,,Enf,Rule 15,18,11,2021,D,f,f,f,f,4,2,4,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -A-",03078,8E,13501616,08,ECTOR,JORDAN (ELLENBURGER),47267228,,L,8914,2017-03-15,f,159382,,1984-01-12,2020-05-14,630337,,,Enf,Rule 15,18,11,2021,D,f,f,f,f,4,2,4,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -A-",20134,10,13501620,08,ECTOR,JORDAN (DEVONIAN),47267152,,L,6992,1998-01-15,f,125017,,1954-10-02,2021-03-18,754480,,,Enf,Rule 15,18,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -B-",03079,28E,13501576,08,ECTOR,JORDAN (ELLENBURGER),47267228,,L,8935,2004-03-15,f,159758,,1984-01-12,2019-09-04,518573,,,Enf,Rule 15,18,11,2021,D,f,t,f,t,17,2,17,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -B-",03079,30,13501574,08,ECTOR,JORDAN (ELLENBURGER),47267228,,L,8935,2006-06-15,f,159758,,1984-01-12,2019-09-04,518573,,,Enf,Rule 15,18,11,2021,D,f,t,f,t,14,11,15,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E. -B-",03079,33,13501572,08,ECTOR,JORDAN (ELLENBURGER),47267228,,L,8940,2004-03-15,f,159847,,1984-01-12,2019-09-04,518573,,,Enf,Rule 15,18,11,2021,D,f,t,f,t,17,2,17,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"ROYALTY RESOURCES, L.L.C.",732124,"CONNELL, W. E. EST.",08301,2,10303249,08,CRANE,C-BAR (SAN ANDRES),14200400,,L,3520,2017-10-15,f,62938,,1984-01-12,2020-04-15,616320,264157,3,Enf,,39,3,2022,D,f,f,f,f,3,7,4,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"ROYALTY RESOURCES, L.L.C.",732124,"CONNELL, W. E., -A-",09040,2,10303248,08,CRANE,C-BAR (SAN ANDRES),14200400,,L,3595,2017-07-15,f,64279,,1959-11-19,2020-04-15,616319,264156,2,Enf,,39,3,2022,D,f,f,f,f,3,10,4,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W. E., -A-",19806,9,13501621,08,ECTOR,PENWELL (CLEAR FORK),70537066,,L,6710,1998-01-15,f,119975,,1965-11-10,2020-09-24,690657,,,Enf,Rule 15,18,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,SIANA OIL & GAS,779259,"CONNELL, W.E. """"A""""",33397,5,13501619,08,ECTOR,JORDAN (CONNELL SAND),47267076,,L,8945,1998-01-15,f,159937,,1984-01-12,2020-09-24,690658,,,Enf,Rule 15,18,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,VICKERS PRODUCTION COMP L.L.C.,885106,CONNER,166803,1,10537775,7C,CROCKETT,ANGUS (STRAWN),2901500,,L,8900,2019-02-15,f,85707,,1997-09-25,2020-12-17,722838,274758,3,,Rule 15,21,9,2021,D,f,f,f,f,2,3,2,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,MADISON AND WRIGHT LLC,521182,CONNOR,69812,1,27930403,8A,LAMB,ILLUSION LAKE (SAN ANDRES),44313666,,L,4206,2020-01-15,f,51145,,2011-09-28,2021-04-06,760420,,2H,Enf,,13,4,2022,D,f,f,f,f,1,4,2,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,MADISON AND WRIGHT LLC,521182,CONNOR,69812,2,27930404,8A,LAMB,ILLUSION LAKE (SAN ANDRES),44313666,,L,4208,2019-04-15,f,51169,,2011-12-02,,,,2H,Enf,,13,4,2022,D,f,f,f,f,2,1,3,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,MADISON AND WRIGHT LLC,521182,CONNOR,69812,3,27930405,8A,LAMB,ILLUSION LAKE (SAN ANDRES),44313666,,L,4230,2020-01-15,f,51437,,2012-02-28,2021-04-06,760420,,2H,Enf,,13,4,2022,D,f,f,f,f,1,4,2,3,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,MADISON AND WRIGHT LLC,521182,CONNOR,69812,4,27930406,8A,LAMB,ILLUSION LAKE (SAN ANDRES),44313666,,L,4218,2018-01-15,f,51291,,2011-12-15,2021-04-06,760420,,2H,Enf,,13,4,2022,D,f,f,f,f,3,4,4,3,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,MADISON AND WRIGHT LLC,521182,CONNOR,69812,5,27930407,8A,LAMB,ILLUSION LAKE (SAN ANDRES),44313666,,L,4235,2018-01-15,f,51498,,2012-06-30,2021-04-06,760420,,2H,Enf,,13,4,2022,D,f,f,f,f,3,4,4,3,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"ATX OPERATING COMPANY, INC.",036741,CONUNDRUM 34,68505,1,11533080,8A,DAWSON,JO-MILL (SPRABERRY),46564750,,L,9370,2016-09-15,f,113939,,2002-06-10,2021-02-22,744807,248077,2H,Enf,,44,9,2021,D,f,f,t,f,4,8,5,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,S & V OPERATING,741631,"CONZELMAN, T.",04682,1,19980976,03,HARDIN,BATSON OLD,6129001,,L,1129,1998-09-15,f,15727,,1964-12-10,2021-01-19,733045,204496,2H,Enf,,157,4,2022,D,f,t,f,t,22,8,23,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,S & V OPERATING,741631,"CONZELMAN, T.",04682,4,19980978,03,HARDIN,BATSON OLD,6129001,,L,1136,2002-05-15,f,15824,,1984-01-12,2020-12-14,721363,204496,2H,Enf,,157,4,2022,D,f,t,f,t,19,0,19,11,D,f,f,f,f,t,f,t,f,f,f,f,f,f,f
O,S & V OPERATING,741631,"CONZELMAN, T.",04682,6,19901396,03,HARDIN,BATSON OLD,6129001,,L,1130,2002-05-15,f,15741,,1984-01-12,2020-12-14,721363,204496,2,Enf,,157,4,2022,D,f,t,f,t,19,0,19,11,D,f,f,f,f,t,f,t,f,f,f,f,f,f,f
O,S & V OPERATING,741631,"CONZELMAN, T.",04682,7,19901397,03,HARDIN,BATSON OLD,6129001,,L,1215,1998-09-15,f,16925,,1984-01-12,2020-12-14,721363,204496,2H,Enf,,157,4,2022,D,f,t,f,t,22,8,23,7,D,f,f,f,f,t,f,t,f,f,f,f,f,f,f
O,"SHWJ OIL & GAS CO., INC.",779245,COOK-PARITY,09671,15A,33132255,01,MILAM,MINERVA-ROCKDALE,61858001,,L,1227,2001-06-15,f,13669,,1984-04-18,2020-11-17,711732,,4,Enf,,162,7,2021,D,f,t,f,t,19,11,20,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"SHWJ OIL & GAS CO., INC.",779245,COOK-TEXSTAR,09670,1A,33132293,01,MILAM,MINERVA-ROCKDALE,61858001,,L,1197,2001-06-15,f,13335,,1984-04-20,2020-11-17,711733,,4,Enf,,162,7,2021,D,f,t,f,t,19,11,20,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
